id,value,feed_id,created_at,lat,lon,ele
0F993XY6E0VWMR7M0JFTX1WPQM,57.6,2508395,2023-04-10 23:53:00 UTC,,,
0F9940SR40GAFYAE874JX1A1X0,62.1,2508395,2023-04-10 23:58:00 UTC,,,
0F9943N9T0Y1HD582BSZN6MF4W,61.6,2508395,2023-04-11 00:03:00 UTC,,,
0F9946GVG0WBSDE3SACBWMZW5R,62.3,2508395,2023-04-11 00:08:00 UTC,,,
0F9949CD60YKA0HTP32TWVTBET,58.5,2508395,2023-04-11 00:13:00 UTC,,,
0F994C7YW0CAXSBRYC8ATJ17SR,59.1,2508395,2023-04-11 00:18:00 UTC,,,
0F994F3GJ0C2WM99F580AV4X1E,60.2,2508395,2023-04-11 00:23:00 UTC,,,
0F994HZ280HQMXZ2VWBK1JS65R,59.5,2508395,2023-04-11 00:28:00 UTC,,,
0F994MTKY03AWN0PBHQWWKH5RM,60.2,2508395,2023-04-11 00:33:00 UTC,,,
0F994QP5M0KACD53M6XTHVT8KX,58.7,2508395,2023-04-11 00:38:00 UTC,,,
0F994THQA0FXMZDDS28J6R3X2P,60.1,2508395,2023-04-11 00:43:00 UTC,,,
0F994XD900VP9VW0TK2EKZB1T2,53.9,2508395,2023-04-11 00:48:00 UTC,,,
0F99508TP0WDFC88Y7RSSZETE1,62.0,2508395,2023-04-11 00:53:00 UTC,,,
0F99534CC0YNKNQ0F3V52P72SX,60.7,2508395,2023-04-11 00:58:00 UTC,,,
0F9955ZY20XVP2VQXT9JH7A4VZ,60.1,2508395,2023-04-11 01:03:00 UTC,,,
0F9958VFR0K6SA4W7D41HW6TJV,58.5,2508395,2023-04-11 01:08:00 UTC,,,
0F995BQ1E06GTQN8NGM0D7ZFFG,62.6,2508395,2023-04-11 01:13:00 UTC,,,
0F995EJK402FQ0BXDMY9VMNXBF,60.4,2508395,2023-04-11 01:18:00 UTC,,,
0F995HE4T0K7NX02GNNAXEXHZG,60.9,2508395,2023-04-11 01:23:00 UTC,,,
0F995M9PG0CY5GVHP4X4ABYJ6J,57.6,2508395,2023-04-11 01:28:00 UTC,,,
0F995Q58603B5YAGJ0YBFHT7ER,62.8,2508395,2023-04-11 01:33:00 UTC,,,
0F995T0SW0FHAZ9N65W6V9AKB8,60.3,2508395,2023-04-11 01:38:00 UTC,,,
0F995WWBJ0GXRZQ538J98Q4V4C,56.4,2508395,2023-04-11 01:43:00 UTC,,,
0F995ZQX8071VEBR8WJKZFH2A6,59.2,2508395,2023-04-11 01:48:00 UTC,,,
0F9962KEY0E80SWSMA7G227KGZ,59.3,2508395,2023-04-11 01:53:00 UTC,,,
0F9965F0M0RZX00XAJ6YZRH0Q6,63.0,2508395,2023-04-11 01:58:00 UTC,,,
0F9968AJA058FGNR5DFMJPJ9C6,58.6,2508395,2023-04-11 02:03:00 UTC,,,
0F996B6400GAYCG1TGVCYA5R8R,63.2,2508395,2023-04-11 02:08:00 UTC,,,
0F996E1NP0Q1J5J8P9H90541EG,63.0,2508395,2023-04-11 02:13:00 UTC,,,
0F996GX7C0D6PBP4WQBQYG72HZ,61.2,2508395,2023-04-11 02:18:00 UTC,,,
0F996KRS207N11XKNMB20RQRMJ,62.0,2508395,2023-04-11 02:23:00 UTC,,,
0F996PMAR08QT3RBGPZ0E0TS2D,60.8,2508395,2023-04-11 02:28:00 UTC,,,
0F996SFWE033BSC2XSCT3J2JMC,60.7,2508395,2023-04-11 02:33:00 UTC,,,
0F996WBE40XQD44G5AMJSR0MZB,57.4,2508395,2023-04-11 02:38:00 UTC,,,
0F996Z6ZT0YDS2EBVRJAHXNB2J,56.9,2508395,2023-04-11 02:43:00 UTC,,,
0F99722HG0SR5FFEF7Y0KAB91T,64.6,2508395,2023-04-11 02:48:00 UTC,,,
0F9974Y360BA8NERH5BDX5DD3H,61.4,2508395,2023-04-11 02:53:00 UTC,,,
0F9977SMW0YS3Z1KGJPP0RR1R4,56.8,2508395,2023-04-11 02:58:00 UTC,,,
0F997AN6J0XGF7VJFWQD6XF8XX,63.2,2508395,2023-04-11 03:03:00 UTC,,,
0F997DGR80HRAZJQ3HPH31XZED,57.7,2508395,2023-04-11 03:08:00 UTC,,,
0F997GC9Y05QDPAJB5JYA45DNA,63.6,2508395,2023-04-11 03:13:00 UTC,,,
0F997K7VM06Y3FZ0J4GXRTCEVP,60.7,2508395,2023-04-11 03:18:00 UTC,,,
0F997P3DA0THPZBCS9DMFMXBKG,63.1,2508395,2023-04-11 03:23:00 UTC,,,
0F997RYZ00ZEK5X450D5ZE7GDP,60.7,2508395,2023-04-11 03:28:00 UTC,,,
0F997VTGP0TPWNSMYCXERCNG4K,59.5,2508395,2023-04-11 03:33:00 UTC,,,
0F997YP2C0GCX30Z7R4NG69201,61.6,2508395,2023-04-11 03:38:00 UTC,,,
0F9981HM204K3KDN3V38FN0PAR,59.3,2508395,2023-04-11 03:43:00 UTC,,,
0F9984D5R0BNMX48ZKHA4CNX9H,56.4,2508395,2023-04-11 03:48:00 UTC,,,
0F99878QE0BV3MXKGX4VACQXXZ,61.9,2508395,2023-04-11 03:53:00 UTC,,,
0F998A4940AHSYDW8EF5VR66M7,60.6,2508395,2023-04-11 03:58:00 UTC,,,
0F998CZTT0JB0TCC3WDH0NCD1C,60.2,2508395,2023-04-11 04:03:00 UTC,,,
0F998FVCG01DBDJQ5SWBC7DWAX,61.4,2508395,2023-04-11 04:08:00 UTC,,,
0F998JPY60YZ99JNXH35FQFTC0,59.5,2508395,2023-04-11 04:13:00 UTC,,,
0F998NJFW0KE67E5N8P5HE0R0X,59.0,2508395,2023-04-11 04:18:00 UTC,,,
0F998RE1J0FX0ADZ4PRXWVM7CF,60.2,2508395,2023-04-11 04:23:00 UTC,,,
0F998V9K80NMT5HS7FWHYXH239,61.5,2508395,2023-04-11 04:28:00 UTC,,,
0F998Y54Y074GCCYB4ZBCRZZPW,57.0,2508395,2023-04-11 04:33:00 UTC,,,
0F99910PM0P3Y56MH1TQ84QQGR,56.5,2508395,2023-04-11 04:38:00 UTC,,,
0F9993W8A09PDQPVPGNWF0P6KJ,59.7,2508395,2023-04-11 04:43:00 UTC,,,
0F9996QT00N0TJX2SYAERS9T5X,62.3,2508395,2023-04-11 04:48:00 UTC,,,
0F9999KBP0PWSBGP903N56Y5BB,59.1,2508395,2023-04-11 04:53:00 UTC,,,
0F999CEXC02YJKTGH7P946X4CR,60.0,2508395,2023-04-11 04:58:00 UTC,,,
0F999FAF20M61E4GD05DBVGD8V,62.3,2508395,2023-04-11 05:03:00 UTC,,,
0F999J60R0EXFR5542F7QCJQGC,61.2,2508395,2023-04-11 05:08:00 UTC,,,
0F999N1JE0EF7XHPKKQZ80Q87P,57.3,2508395,2023-04-11 05:13:00 UTC,,,
0F999QX4405AC9BX28NKYVWV1B,61.9,2508395,2023-04-11 05:18:00 UTC,,,
0F999TRNT0VD1BPSXPK3F075M1,59.0,2508395,2023-04-11 05:23:00 UTC,,,
0F999XM7G0AV3V9DX5FAMC7KX9,60.9,2508395,2023-04-11 05:28:00 UTC,,,
0F99A0FS60H166T3JNP1NPKZ4V,62.6,2508395,2023-04-11 05:33:00 UTC,,,
0F99A3BAW01PHRMZBJRRR33J70,59.3,2508395,2023-04-11 05:38:00 UTC,,,
0F99A66WJ0XMXX1FD9G9CS9RJE,60.7,2508395,2023-04-11 05:43:00 UTC,,,
0F99A92E80CQP5V6NARNWA1QYB,62.4,2508395,2023-04-11 05:48:00 UTC,,,
0F99ABXZY05JPGR85529WW1QKJ,56.5,2508395,2023-04-11 05:53:00 UTC,,,
0F99AESHM0HG293939YBEWAYX8,61.7,2508395,2023-04-11 05:58:00 UTC,,,
0F99AHN3A0Z99A8AJVEY2EZSJM,60.6,2508395,2023-04-11 06:03:00 UTC,,,
0F99AMGN00FQN4Z0N0P7704XD8,57.3,2508395,2023-04-11 06:08:00 UTC,,,
0F99AQC6P07T660YVA02GHGQZ8,61.9,2508395,2023-04-11 06:13:00 UTC,,,
0F99AT7RC0XC88EQN0Z6AV4884,59.7,2508395,2023-04-11 06:18:00 UTC,,,
0F99AX3A20NMHYXQVHZ5F3GWGG,60.0,2508395,2023-04-11 06:23:00 UTC,,,
0F99AZYVR09B5Y1NVY1HF2MPWE,58.0,2508395,2023-04-11 06:28:00 UTC,,,
0F99B2TDE0YBFW237ERQ87ZR34,61.1,2508395,2023-04-11 06:33:00 UTC,,,
0F99B5NZ40S328XF8HK4PZ3ZK7,59.0,2508395,2023-04-11 06:38:00 UTC,,,
0F99B8HGT0CQMAS8TBAT5GSZDV,59.9,2508395,2023-04-11 06:43:00 UTC,,,
0F99BBD2G0R063Z0ZA8R5J6SJF,60.2,2508395,2023-04-11 06:48:00 UTC,,,
0F99BE8M60DR72HTR9M5M33KD5,60.1,2508395,2023-04-11 06:53:00 UTC,,,
0F99BH45W0DCYCKMGDASKK4Q12,59.3,2508395,2023-04-11 06:58:00 UTC,,,
0F99BKZQJ07GR182QVYTS52DE3,62.1,2508395,2023-04-11 07:03:00 UTC,,,
0F99BPV9802N3D5JB6R4AJYDN6,62.9,2508395,2023-04-11 07:08:00 UTC,,,
0F99BSPTY02F9YXDT7J0Q9FB9B,56.3,2508395,2023-04-11 07:13:00 UTC,,,
0F99BWJCM05BES46DC62C8K2GG,58.6,2508395,2023-04-11 07:18:00 UTC,,,
0F99BZDYA0KJDC5W4D6CNC16V5,61.4,2508395,2023-04-11 07:23:00 UTC,,,
0F99C29G008DCFQRQFNBX7VHMY,63.4,2508395,2023-04-11 07:28:00 UTC,,,
0F99C551P084F2Z1FXCT4MX0SA,63.5,2508395,2023-04-11 07:33:00 UTC,,,
0F99C80KC07MHFJSRBEM65ZYVN,58.1,2508395,2023-04-11 07:38:00 UTC,,,
0F99CAW520BSZ24CF7H74R71AC,59.9,2508395,2023-04-11 07:43:00 UTC,,,
0F99CDQPR06GR014WYA4CH7X4Q,59.1,2508395,2023-04-11 07:48:00 UTC,,,
0F99CGK8E0CZKZH31WF3PGFES9,62.0,2508395,2023-04-11 07:53:00 UTC,,,
0F99CKET405B8ZJTZTK27QZNVN,58.9,2508395,2023-04-11 07:58:00 UTC,,,
0F99CPABT0KRMT4R4MZQW1YVAR,59.5,2508395,2023-04-11 08:03:00 UTC,,,
0F99CS5XG0WG3BCWS4AMVMFR5T,59.4,2508395,2023-04-11 08:08:00 UTC,,,
0F99CW1F601Y5R3R8TRDF6MYE0,60.9,2508395,2023-04-11 08:13:00 UTC,,,
0F99CYX0W00RYWYTCBQCEAXQX8,58.0,2508395,2023-04-11 08:18:00 UTC,,,
0F99D1RJJ0MQ0PDJVHPJCHY30E,56.2,2508395,2023-04-11 08:23:00 UTC,,,
0F99D4M48016CAP6Y6FDJSPTC1,60.2,2508395,2023-04-11 08:28:00 UTC,,,
0F99D7FNY0YHGVQ6370EYN7CFJ,64.3,2508395,2023-04-11 08:33:00 UTC,,,
0F99DAB7M0VT18EE9R1TG0FE1W,64.7,2508395,2023-04-11 08:38:00 UTC,,,
0F99DD6SA0XFETNDRX72B3D3S2,58.8,2508395,2023-04-11 08:43:00 UTC,,,
0F99DG2B0086MJ7HK5F8MB9PG5,62.0,2508395,2023-04-11 08:48:00 UTC,,,
0F99DJXWP0FWKF5RFAPKQ5Z48C,59.5,2508395,2023-04-11 08:53:00 UTC,,,
0F99DNSEC0MMNG5HK7P6TERCGJ,59.6,2508395,2023-04-11 08:58:00 UTC,,,
0F99DRN02018D015B29QE0XKVX,59.5,2508395,2023-04-11 09:03:00 UTC,,,
0F99DVGHR04NPB8TWZAVW33QT7,57.8,2508395,2023-04-11 09:08:00 UTC,,,
0F99DYC3E0ZQMQHQ1NWJFZ3DKA,59.8,2508395,2023-04-11 09:13:00 UTC,,,
0F99E17N40718VD7YNXY34DRBQ,57.1,2508395,2023-04-11 09:18:00 UTC,,,
0F99E436T0ZM3N03Q913V6S6G9,59.8,2508395,2023-04-11 09:23:00 UTC,,,
0F99E6YRG0PH0FXE635REBFG3A,60.7,2508395,2023-04-11 09:28:00 UTC,,,
0F99E9TA60D0EHSHAE5TGGWTWH,57.2,2508395,2023-04-11 09:33:00 UTC,,,
0F99ECNVW0T0Z3BQBTVMAJ2EVM,58.7,2508395,2023-04-11 09:38:00 UTC,,,
0F99EFHDJ0W20C934RGHYHN8CV,63.7,2508395,2023-04-11 09:43:00 UTC,,,
0F99EJCZ80M1TT5BP7HVVEA30E,61.5,2508395,2023-04-11 09:48:00 UTC,,,
0F99EN8GY06YX6SDJAKX211MS8,57.6,2508395,2023-04-11 09:53:00 UTC,,,
0F99ER42M0JAWTWZEE57YE9MCD,60.8,2508395,2023-04-11 09:58:00 UTC,,,
0F99ETZMA0X4T9GCHAN8K4HG9X,59.8,2508395,2023-04-11 10:03:00 UTC,,,
0F99EXV600Z2NVJTVAQFDXXX62,61.3,2508395,2023-04-11 10:08:00 UTC,,,
0F99F0PQP042P9BQS8TZCZQ4VZ,62.7,2508395,2023-04-11 10:13:00 UTC,,,
0F99F3J9C0ME895Y9H67TVQ3NH,59.0,2508395,2023-04-11 10:18:00 UTC,,,
0F99F6DV20302XZTPQYCFWYARA,59.1,2508395,2023-04-11 10:23:00 UTC,,,
0F99F99CR0VWAV6PSHEJQTKP8M,59.9,2508395,2023-04-11 10:28:00 UTC,,,
0F99FC4YE0D38YXSNVCX692A7B,56.9,2508395,2023-04-11 10:33:00 UTC,,,
0F99FF0G40992W29ZR7C00KVWP,59.2,2508395,2023-04-11 10:38:00 UTC,,,
0F99FHW1T06YZT0Q0GT1JZ6AWH,60.8,2508395,2023-04-11 10:43:00 UTC,,,
0F99FMQKG0M7K6XR5QVVG6GDAJ,57.8,2508395,2023-04-11 10:48:00 UTC,,,
0F99FQK56045Y3ZXFXVYNR6QFP,57.6,2508395,2023-04-11 10:53:00 UTC,,,
0F99FTEPW0VVDBBM8P1HF18D6H,57.7,2508395,2023-04-11 10:58:00 UTC,,,
0F99FXA8J02NX5T6836SPZ898Y,61.8,2508395,2023-04-11 11:03:00 UTC,,,
0F99G05T80WG2ZW09HT8FS3V86,62.3,2508395,2023-04-11 11:08:00 UTC,,,
0F99G31BY0WY6NE47DYTTNJDKR,59.3,2508395,2023-04-11 11:13:00 UTC,,,
0F99G5WXM0KYAE493TW87CAXG8,59.8,2508395,2023-04-11 11:18:00 UTC,,,
0F99G8RFA0PQV5EMQ8K0F0RPS1,58.5,2508395,2023-04-11 11:23:00 UTC,,,
0F99GBM100CFNRB3HH88B7MWHP,60.1,2508395,2023-04-11 11:28:00 UTC,,,
0F99GEFJP0X0HAGWXNWGSYCPT3,59.7,2508395,2023-04-11 11:33:00 UTC,,,
0F99GHB4C0VR7B5SJFPX3KAS3J,60.0,2508395,2023-04-11 11:38:00 UTC,,,
0F99GM6P20G5J5YNJ2ENPNJA7K,59.5,2508395,2023-04-11 11:43:00 UTC,,,
0F99GQ27R0TX6ME86D6EHB1DWK,62.1,2508395,2023-04-11 11:48:00 UTC,,,
0F99XNXCE0RAWXE6FKWRMWZ3GT,57.7,2508395,2023-04-11 23:53:00 UTC,,,
0F99XRRY407J5R66C8X6EBED68,56.9,2508395,2023-04-11 23:58:00 UTC,,,
0F99XVMFT0436E5NB6JE0AAHBQ,64.0,2508395,2023-04-12 00:03:00 UTC,,,
0F99XYG1G0FE90BF8CGHW033CR,58.4,2508395,2023-04-12 00:08:00 UTC,,,
0F99Y1BK60ZZSV0X3JYKBQV7H5,57.9,2508395,2023-04-12 00:13:00 UTC,,,
0F99Y474W05NB9MP6MR6SCVM27,60.7,2508395,2023-04-12 00:18:00 UTC,,,
0F99Y72PJ075WKGRT7H9RE8YGA,61.3,2508395,2023-04-12 00:23:00 UTC,,,
0F99Y9Y880W1HNY83AWHPT7D3W,61.2,2508395,2023-04-12 00:28:00 UTC,,,
0F99YCSSY0GV0H3BB3M3YJ7ARZ,60.0,2508395,2023-04-12 00:33:00 UTC,,,
0F99YFNBM03P2S4T34N4YN7RHY,58.1,2508395,2023-04-12 00:38:00 UTC,,,
0F99YJGXA0SR4PZZ8HBV8GMZH3,61.2,2508395,2023-04-12 00:43:00 UTC,,,
0F99YNCF001TXZF1WASD06TQ97,58.7,2508395,2023-04-12 00:48:00 UTC,,,
0F99YR80P0J9F071Q05BG8YQVK,60.7,2508395,2023-04-12 00:53:00 UTC,,,
0F99YV3JC0YBESCE2X0YA5W2F3,61.5,2508395,2023-04-12 00:58:00 UTC,,,
0F99YXZ420AA7T6FMXT5NNKM53,58.7,2508395,2023-04-12 01:03:00 UTC,,,
0F99Z0TNR0EDFXKVTW311WMG9B,59.3,2508395,2023-04-12 01:08:00 UTC,,,
0F99Z3P7E0DZ4ANZAWTGSK4T2N,59.5,2508395,2023-04-12 01:13:00 UTC,,,
0F99Z6HS40NVJWPS9P9YN6DBA2,57.9,2508395,2023-04-12 01:18:00 UTC,,,
0F99Z9DAT06C8ZF2GMXN4HS59C,64.3,2508395,2023-04-12 01:23:00 UTC,,,
0F99ZC8WG0NSCV2XPD1MW2G6FS,61.6,2508395,2023-04-12 01:28:00 UTC,,,
0F99ZF4E60J1N16NVAP9H3NF6A,59.1,2508395,2023-04-12 01:33:00 UTC,,,
0F99ZHZZW0B05H2EYYC9WQ458B,59.4,2508395,2023-04-12 01:38:00 UTC,,,
0F99ZMVHJ0B34W0EP4RAZJQK46,58.7,2508395,2023-04-12 01:43:00 UTC,,,
0F99ZQQ380KPF05V57KADXEGZT,55.6,2508395,2023-04-12 01:48:00 UTC,,,
0F99ZTJMY0DGY4A9RH9PNJQEZR,59.0,2508395,2023-04-12 01:53:00 UTC,,,
0F99ZXE6M0H1Z50NP0A3KFWGSC,60.2,2508395,2023-04-12 01:58:00 UTC,,,
0F9A009RA0K45TSSVEXE766X9S,57.4,2508395,2023-04-12 02:03:00 UTC,,,
0F9A035A00DTPHAKA5YJ0WTW34,59.1,2508395,2023-04-12 02:08:00 UTC,,,
0F9A060VP0C625S38MQ04H6PQ9,60.8,2508395,2023-04-12 02:13:00 UTC,,,
0F9A08WDC0Y098G6F7FY8NG2QB,63.4,2508395,2023-04-12 02:18:00 UTC,,,
0F9A0BQZ20X5RVHBKTBY13J9M0,59.8,2508395,2023-04-12 02:23:00 UTC,,,
0F9A0EKGR0944ZKDEZXYSS5D9N,60.4,2508395,2023-04-12 02:28:00 UTC,,,
0F9A0HF2E0GP9MWZJWHQYDSBRD,60.7,2508395,2023-04-12 02:33:00 UTC,,,
0F9A0MAM409KJBZJ4VXNWFBHJ5,58.1,2508395,2023-04-12 02:38:00 UTC,,,
0F9A0Q65T0TY2WXAR9C3MWEGH1,57.9,2508395,2023-04-12 02:43:00 UTC,,,
0F9A0T1QG0R4QMWNT3PNP9E2YV,58.3,2508395,2023-04-12 02:48:00 UTC,,,
0F9A0WX960ZWDWYVD7EB4QNYDK,62.0,2508395,2023-04-12 02:53:00 UTC,,,
0F9A0ZRTW0T6WTHX0S8JSWKYHR,61.6,2508395,2023-04-12 02:58:00 UTC,,,
0F9A12MCJ0NCA609V88HTH36PH,61.6,2508395,2023-04-12 03:03:00 UTC,,,
0F9A15FY80ZMR19VT4ME6S7018,59.1,2508395,2023-04-12 03:08:00 UTC,,,
0F9A18BFY0B26AWBQWZERE7JTT,58.8,2508395,2023-04-12 03:13:00 UTC,,,
0F9A1B71M0EAJ7E53SXRW5GQJ4,59.3,2508395,2023-04-12 03:18:00 UTC,,,
0F9A1E2KA044S54EJ0DAFHZ82W,63.9,2508395,2023-04-12 03:23:00 UTC,,,
0F9A1GY500H6F607RH6SR2F5S7,59.6,2508395,2023-04-12 03:28:00 UTC,,,
0F9A1KSPP0ZTT003PT9XP1VARN,59.5,2508395,2023-04-12 03:33:00 UTC,,,
0F9A1PN8C0N98BAW9K6ZNYJMRS,57.1,2508395,2023-04-12 03:38:00 UTC,,,
0F9A1SGT20SH0VSD5K82BYFST3,61.7,2508395,2023-04-12 03:43:00 UTC,,,
0F9A1WCBR0KSTFXFVFTF0BZ9T9,57.2,2508395,2023-04-12 03:48:00 UTC,,,
0F9A1Z7XE053H6XRBPDAGB9B51,60.8,2508395,2023-04-12 03:53:00 UTC,,,
0F9A223F40M5STW6KQND6KGD3Q,60.6,2508395,2023-04-12 03:58:00 UTC,,,
0F9A24Z0T030VJZQ66DYP50TRN,55.1,2508395,2023-04-12 04:03:00 UTC,,,
0F9A27TJG0W1HKEKAMXHMMF4P0,63.0,2508395,2023-04-12 04:08:00 UTC,,,
0F9A2AP4602WNF7KPW6F3SMBSX,58.4,2508395,2023-04-12 04:13:00 UTC,,,
0F9A2DHNW0WNR030FMSM4C7V9G,60.2,2508395,2023-04-12 04:18:00 UTC,,,
0F9A2GD7J0BCE73SKV3P6EPK73,62.1,2508395,2023-04-12 04:23:00 UTC,,,
0F9A2K8S8088AMZTSKDJ2R7PQK,58.0,2508395,2023-04-12 04:28:00 UTC,,,
0F9A2P4AY0HN3RH6C85APT55W5,56.4,2508395,2023-04-12 04:33:00 UTC,,,
0F9A2RZWM00F9WYAPJF5F3GMB9,60.1,2508395,2023-04-12 04:38:00 UTC,,,
0F9A2VVEA01DXTVH57BZKY5QED,58.5,2508395,2023-04-12 04:43:00 UTC,,,
0F9A2YQ000DE8RJ50NQ49ZRD6T,63.4,2508395,2023-04-12 04:48:00 UTC,,,
0F9A31JHP0C35J9CZPRKGKQHSM,60.8,2508395,2023-04-12 04:53:00 UTC,,,
0F9A34E3C0ZY3DA6EKAWZG69CJ,59.2,2508395,2023-04-12 04:58:00 UTC,,,
0F9A379N205F2H4GTE381G94NW,62.8,2508395,2023-04-12 05:03:00 UTC,,,
0F9A3A56R00NH1D89S735B243Q,58.8,2508395,2023-04-12 05:08:00 UTC,,,
0F9A3D0RE08H4W3NATD5DFYJ8D,60.3,2508395,2023-04-12 05:13:00 UTC,,,
0F9A3FWA40A4EFSCMQ4C1P30SA,61.1,2508395,2023-04-12 05:18:00 UTC,,,
0F9A3JQVT0KX7G80TFGTFERPM0,57.8,2508395,2023-04-12 05:23:00 UTC,,,
0F9A3NKDG0XDD790S78CG9WEMN,59.0,2508395,2023-04-12 05:28:00 UTC,,,
0F9A3REZ6094SMY0577R9PFTF0,60.0,2508395,2023-04-12 05:33:00 UTC,,,
0F9A3VAGW0C0BGS1QP2DJ6FG3S,58.8,2508395,2023-04-12 05:38:00 UTC,,,
0F9A3Y62J00MT5JS53XZ6GTVH2,59.0,2508395,2023-04-12 05:43:00 UTC,,,
0F9A411M80J1M21DQQHK8YFCB6,62.7,2508395,2023-04-12 05:48:00 UTC,,,
0F9A43X5Y0MSJKGQK3CQN36T72,60.4,2508395,2023-04-12 05:53:00 UTC,,,
0F9A46RQM0YG8AFGWEFAVMYB9W,60.9,2508395,2023-04-12 05:58:00 UTC,,,
0F9A49M9A0XHWZWT8TK75QN2F8,56.1,2508395,2023-04-12 06:03:00 UTC,,,
0F9A4CFV00HTSMJ55Z4YVC5FP7,56.5,2508395,2023-04-12 06:08:00 UTC,,,
0F9A4FBCP0QV3KRZWJ0AGPJ16N,58.9,2508395,2023-04-12 06:13:00 UTC,,,
0F9A4J6YC066QSPABXM56VG8QB,60.2,2508395,2023-04-12 06:18:00 UTC,,,
0F9A4N2G20PRY562E1THG34D9E,62.4,2508395,2023-04-12 06:23:00 UTC,,,
0F9A4QY1R05MC2CD9KGBPJT45Y,58.9,2508395,2023-04-12 06:28:00 UTC,,,
0F9A4TSKE0ECMB1PZ1R2K1BR1D,59.5,2508395,2023-04-12 06:33:00 UTC,,,
0F9A4XN5406Z7KABQPZNBN2YG3,62.9,2508395,2023-04-12 06:38:00 UTC,,,
0F9A50GPT0S0SSY306ZHHMHG6K,63.4,2508395,2023-04-12 06:43:00 UTC,,,
0F9A53C8G0C7SZPAFTMVBM43GZ,59.1,2508395,2023-04-12 06:48:00 UTC,,,
0F9A567T60T33W8KXABPMS2MF1,62.3,2508395,2023-04-12 06:53:00 UTC,,,
0F9A593BW05HMM7ZQYJB6VDPEG,58.3,2508395,2023-04-12 06:58:00 UTC,,,
0F9A5BYXJ05PJBE1VP4YNYD1F4,60.1,2508395,2023-04-12 07:03:00 UTC,,,
0F9A5ETF80HB1KTKQFSTXSASBE,60.3,2508395,2023-04-12 07:08:00 UTC,,,
0F9A5HP0Y0M5RYRJ1AYE5XPDDG,57.6,2508395,2023-04-12 07:13:00 UTC,,,
0F9A5MHJM03CCFCJ13CBMBYNRG,59.3,2508395,2023-04-12 07:18:00 UTC,,,
0F9A5QD4A0V9KN8SQ67KYA1CE4,63.4,2508395,2023-04-12 07:23:00 UTC,,,
0F9A5T8P00X892K9M3A4CJK9H4,63.7,2508395,2023-04-12 07:28:00 UTC,,,
0F9A5X47P0EZ4FGFK78XQ67ZKW,61.9,2508395,2023-04-12 07:33:00 UTC,,,
0F9A5ZZSC0PHD07EGKBQRNSATR,59.8,2508395,2023-04-12 07:38:00 UTC,,,
0F9A62VB20KPFC98M27EAX97ES,62.6,2508395,2023-04-12 07:43:00 UTC,,,
0F9A65PWR0MMGJQKSYA397MAKP,59.6,2508395,2023-04-12 07:48:00 UTC,,,
0F9A68JEE0ZRTRPJB436YBQGKM,61.0,2508395,2023-04-12 07:53:00 UTC,,,
0F9A6BE04018PTHSZB44TK4459,57.1,2508395,2023-04-12 07:58:00 UTC,,,
0F9A6E9HT0TFBZSQBZB5AGNGZX,59.7,2508395,2023-04-12 08:03:00 UTC,,,
0F9A6H53G04FDA3VW1RY0EBVMH,57.7,2508395,2023-04-12 08:08:00 UTC,,,
0F9A6M0N60X0H0GN9K8MKQ3FG2,61.4,2508395,2023-04-12 08:13:00 UTC,,,
0F9A6PW6W0GCQS04Z06C3SR0SZ,59.7,2508395,2023-04-12 08:18:00 UTC,,,
0F9A6SQRJ0S56M44XHE6PB8R89,60.4,2508395,2023-04-12 08:23:00 UTC,,,
0F9A6WKA80G5YH01G67C0741HS,62.9,2508395,2023-04-12 08:28:00 UTC,,,
0F9A6ZEVY0NA8H0BAE8RS0VF74,56.7,2508395,2023-04-12 08:33:00 UTC,,,
0F9A72ADM07EHHQJ5YS2T61C1E,58.2,2508395,2023-04-12 08:38:00 UTC,,,
0F9A755ZA0M1PES8HKWHSK6Y16,63.0,2508395,2023-04-12 08:43:00 UTC,,,
0F9A781H003TBRXQRBC8RS0MGD,60.4,2508395,2023-04-12 08:48:00 UTC,,,
0F9A7AX2P09B0VEWJGQXPYGN4M,59.2,2508395,2023-04-12 08:53:00 UTC,,,
0F9A7DRMC065PV2TNT800ACDBD,59.4,2508395,2023-04-12 08:58:00 UTC,,,
0F9A7GM620EE7PGAXMTP1ZRKD4,59.4,2508395,2023-04-12 09:03:00 UTC,,,
0F9A7KFQR0VE9NQXMFV5BT7A4Z,60.0,2508395,2023-04-12 09:08:00 UTC,,,
0F9A7PB9E0RAQZKBXF1DXEF72K,62.1,2508395,2023-04-12 09:13:00 UTC,,,
0F9A7S6V40SJ5164QF9E6D80AH,58.1,2508395,2023-04-12 09:18:00 UTC,,,
0F9A7W2CT0BA00FJGW6QM3MCMR,61.4,2508395,2023-04-12 09:23:00 UTC,,,
0F9A7YXYG0ZQ3G00K05JKBZ144,57.0,2508395,2023-04-12 09:28:00 UTC,,,
0F9A81SG6024NYEQS06VXJ3A56,62.4,2508395,2023-04-12 09:33:00 UTC,,,
0F9A84N1W0YSAQMZ95JVRMFE72,60.0,2508395,2023-04-12 09:38:00 UTC,,,
0F9A87GKJ06FV5442BQ3EW5M7S,58.1,2508395,2023-04-12 09:43:00 UTC,,,
0F9A8AC58077MT0P4KSK8JHDY8,58.0,2508395,2023-04-12 09:48:00 UTC,,,
0F9A8D7PY0XSY4R7BKZQ4F2K84,62.5,2508395,2023-04-12 09:53:00 UTC,,,
